id_seccion_p, pregunta, tipo
06, 'El contacto social tiende a reducir la timidez', 'opcion doble'
06, 'Son enfermas las personas que tienen mal carácter', 'opcion doble'
06, 'Se caracteriza generalmente el rencor por la persistencia', 'opcion doble'
06, 'Meticuloso quiere decir lo mismo que cuidadoso', 'opcion doble'
07, 'ABRIGO es a USAR como PAN es a:', 'selección unica'
07, 'SEMANA es MES como MES es a:', 'selección unica'
07, 'LEÓN es a ANIMAL como ROSA es a:', 'selección unica'
07, 'LIBERTAD es a INDEPENDENCIA como CAUTIVERIO es a:', 'selección unica'
07, 'DECIR es a DIJO como ESTAR es a:', 'selección unica'
07, 'LUNES es a MARTES como VIERNES es a:', 'selección unica'
07, 'PLOMO es a PESADO como CORCHO es a:', 'selección unica'
07, 'ÉXITO es a ALEGRÍA como FRACASO es a:', 'selección unica'
07, 'GATO es a TIGRE como PERRO es a:', 'selección unica'
07, '4 es a 16 como 5 es a:', 'selección unica'
07, 'LLORAR es a REIR como TRISTE es a:', 'selección unica'
07, 'VENENO es a MUERTE como ALIMENTO es a:', 'selección unica'
07, '1 es a 3 como 9 es a:', 'selección unica'
07, 'ALIMENTO es a HAMBRE como AGUA es a:', 'selección unica'
07, 'AQUí es a ALLÍ como ESTE es a:', 'selección unica'
07, 'TIGRE es a PELO como TRUCHA es a:', 'selección unica'
07, 'PERVERTIDO es a DEPREVADO como INCORRUPTO es a:', 'selección unica'
07, 'B es a D como SEGUNDO es a:', 'selección unica'
07, 'ESTADO es a GOBIERNO como EJERCITO es a:', 'selección unica'
07, 'SUJETO es a PREDICADO como NOMBRE es a:', 'selección unica'
08, 'con crecen los niños edad la', 'opcion doble'
08, 'buena mar beber el para agua de es', 'opcion doble'
08, 'lo es paz la guerra opuesta la a', 'opcion doble'
08, 'caballos automóvil un que caminan los despacio más', 'opcion doble'
08, 'consejo a veces es buen seguir un difícil', 'opcion doble'
08, 'cuatrocientas todos páginas contienen libros los', 'opcion doble'
08, 'crecen las que fresas el mas roble', 'opcion doble'
08, 'verdadera comparada no puede amistad ser', 'opcion doble'
08, 'envidia la perjudiciales gula son y la', 'opcion doble'
08, 'nunca acciones premiadas las deben buenas ser', 'opcion doble'
08, 'exteriores engañan nunca apariencias las nos', 'opcion doble'
08, 'nunca es hombre las que acciones demuestran un lo', 'opcion doble'
08, 'ciertas siempre muerte de causan clases enfermedades', 'opcion doble'
08, 'odio indeseables aversión sentimientos el son y la', 'opcion doble'
08, 'frecuentemente por juzgar podemos acciones hombres nosotros sus a los', 'opcion doble'
08, 'una es sábana sarapes tan nunca los calientes como', 'opcion doble'
08, 'nunca que descuidados los tropiezan son', 'opcion doble'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
09, 'seleccionar diferente', 'selección unica'
10, '8, 7, 6, 5, 4, 3', 'dos respuestas numericas'
10, '3, 8, 13, 18, 23, 28', 'dos respuestas numericas'
10, '1, 2, 4, 8, 16, 32', 'dos respuestas numericas'
10, '8, 8, 6, 6, 4, 4', 'dos respuestas numericas'
10, '11 3/4, 12, 12 1/4, 12 3/4', 'dos respuestas numericas'
10, '8, 9, 12, 13, 16, 17', 'dos respuestas numericas'
10, '16, 8, 4, 2, 1, 1/2', 'dos respuestas numericas'
10, '31.3, 40.3, 49.3, 58.3, 67.3, 76.3', 'dos respuestas numericas'
10, '3, 5, 4, 6, 5, 7', 'dos respuestas numericas'
10, '7, 11, 15, 16, 20, 24, 25, 29', 'dos respuestas numericas'
10, '1/25, 1/5, 1, 5', 'dos respuestas numericas'
11, '1. Si usted tuviera la habilidad y condiciones adecuadas, a que se dedicar�a:', 'Acomodo por orden'
11, '2. Cuando ve un accidente usted:', 'Acomodo por orden'
11, '3. Es usted un maestro de primaria y uno de sus alumnos le ofrece un costoso obsequio con el fin de obtener una mayor calificaci�n usted:', 'Acomodo por orden'
11, '4. Al conducir su autom�vil por descuido usted se pasa un alto, el agente de tr�nsito lo detiene y para permitirle circular nuevamente, le solicita cierta suma de dinero usted.', 'Acomodo por orden'
11, '5. Prefiere una amistad que:', 'Acomodo por orden'
11, '6. Si al llegar a su trabajo encuentra en el ba�o un reloj en el lavabo usted:', 'Acomodo por orden'
11, '7. Un buen gobierno deber�a:', 'Acomodo por orden'
11, '8. Un amigo suyo desea obtener un ascenso dentro de su trabajo, usted le aconseja:', 'Acomodo por orden'
11, '9. Si Luis al llegar a su casa observa que le est�n robando las llantas al autom�vil de su vecino:', 'Acomodo por orden'
11, '10. Un empleado de 60 a�os que ha sido leal a la empresa durante 28 a�os, se queja del exceso de trabajo, lo mejor ser�a:', 'Acomodo por orden'
11, '11. Usted visita a un amigo enfermo y lo mejor ser�a:', 'Acomodo por orden'
11, '12. Al salir de viaje sus vecinos le piden cuidar su casa, durante su ausencia usted:', 'Acomodo por orden'
11, '13. Si encuentra a un ni�o llorando s�lo en una tienda comercial usted:', 'Acomodo por orden'
11, '14. Si usted viviera en provincia y tuviera m�s entradas de las que necesita que preferir�a hacer con el dinero:', 'Acomodo por orden'
11, '15. Su hijo ha dejado sus estudios por un tiempo:', 'Acomodo por orden'
11, '16. A qu� actividad prefiere dedicarse durante sus vacaciones:', 'Acomodo por orden'
11, '17. La familia de pero tiene un hijo drogadicto y es amigo de su hijo desde peque�o, al saberlo usted:', 'Acomodo por orden'
11, '18. Su esposa le comenta que al terminar de realizar sus actividades cotidianas le queda mucho tiempo libre, usted le sugiere:', 'Acomodo por orden'
11, '19. Quiere pedir un favor a un conocido, que beneficiar� a la empresa para la cual trabaja:', 'Acomodo por orden'
11, '20. Cual de las siguientes ocupaciones escoger�a:', 'Acomodo por orden'
12, 'T.. Debe salir de viaje con una persona de la que no conoce nada. ¿Sobre cuál de los siguientes aspectos de esa persona es preferible informar a T.. para que el viaje resulte mejor', 'selección unica'
12, 'Entre los siguientes tipos de vendedores de prendas confeccionadas. ¿Cuál es el que tiene más probabilidades de éxito?', 'selección unica'
12, 'B.. tiene un proyecto importante para la promoción de un nuevo producto y va a exponer su idea ante el comité de dirección. ¿Cuál de las siguientes cualidades le será más útil para perusadir a su auditorio?', 'selección unica'
12, 'Se envía a G.. contra su voluntad, a un país extranjero por el cual no se siente atraído en principio, para una estancia de varias semanas. ¿Cuál será su actitud?', 'selección unica'
12, 'Según su opinion, las personas que dicen siempre \"su\" verdad a los demás aunque ésta sea desagradable, lo hacen, en general, porque:', 'selección unica'
12, 'Un buen amigo de C.. había comenzado bastante brillantemente su carrera profesional pero las posibilidades no han sido las que cabría esperar y terminó teniendo numerosos fracasos. ¿Qué piensa C.. acerca de esto?', 'selección unica'
12, 'B.. encuentra, en casa de unos amigos a una persona que aparenta una edad muy inferior a la que realmente tiene. ¿Qué opinaría B..?', 'selección unica'
12, 'Para expansionarse, S.. decide aprender judo. Después de unos meses de entrenamiento se da cuenta de que progresa muy lentamente. ¿Cuál será su reacción?', 'selección unica'
12, 'P.. se acuesta una noche muy fatigado pero no puede dormirse porque sus vecinos del piso superior han organizado una fiesta muy ruidosa. ¿Qué hará?', 'selección unica'
12, 'G.. que carece de teléfono, llega a una oficina de telégrafos para enviar un telegrama a la hora de cerrar. El encargado le dice que es demasiado tarde, que va a cerrar. ¿Qué hara G..?', 'selección unica'
12, 'X.. hace un viaje de turismo por un país en que es costumbre discutir los precios. ¿Cuál será su actitud?', 'selección unica'
12, 'Sin tener en cuenta la formación y competencia necesarias. ¿Cuál de las siguientes direcciones de servicios le gustarían asumir?', 'selección unica'
12, 'Un escritor poco conocido acaba de recibir el premio Planeta. ¿Qué cree usted que preferirá hacer?', 'selección unica'
12, 'Si usted se encontrara en una situación de examen en la que pudiera elegir entre dos temas, ¿cuál escogería?', 'selección unica'
12, 'Entre las siguientes actividades de descanso físico en la naturaleza, ¿cuál prefiere usted?', 'selección unica'
12, '¿Qué es, a su juicio, lo que atrae más gente en los viajes o estancias en el extranjero?', 'selección unica'
12, 'P.. camina rápidamente por la calle y parece que tiene prisa. Un joven que realiza una encuesta le detiene para hacerle algunas preguntas extrañas, pero divertidas. ¿Qué hará P..?', 'selección unica'
12, 'L.. trabaja en una empresa en que recibe muy pocas informaciones a nivel oficial. ¿Qué opina usted de ello?', 'selección unica'
12, 'Son las once de la noche. Hay numerosos vehículos estacionados en la calle, algunos de ellos sobre las aceras. P.. ve desde su ventana a uno que trata de abrir la puerta de un coche; parece que no tiene llave y utiliza un desatornillador. ¿Cuál será la reacción de R..?', 'selección unica'
12, 'Cuando un niño ha cometido una gran tontería. ¿Cuál es, a su modo de ver, la mejor reacción?', 'selección unica'
12, 'B.. tiene varios hijos y ha decidido intervenir en la educación sexual de cada uno de ellos. ¿Qué procedimientos le parece a usted que adoptará probablemente?', 'selección unica'
12, '¿Cuál es para un niño la manera más \"astuta\" de presentar unas calificaciones escolares poco brillantes?', 'selección unica'
12, 'El hijo de G.. ha entrado en el despacho de su padre a pesar de que éste se lo tiene prohibido, y ha derramado un frasco de tinta sobre papeles importantes, G.. furioso, le da un golpe. ¿Qué pensará G.. algún tiempo después?', 'selección unica'
12, 'Una persona con la que D.. se relaciona muy frecuentemente acaba de jugarle una mala pasada. ¿Cuál es la relación de D..?', 'selección unica'
12, 'N.. asiste a una comida. Se da cuenta de que, a causa de una opinión que se le ha escapado, acaba de provocar una situación tensa en el grupo. ¿Qué le parece a usted que será para él lo más desagradable?', 'selección unica'
12, 'P.. está jugando a las cartas con sus amigos; a pesar de sus esfuerzos, pierde varias veces seguidas. ¿Cuál es, según usted, su reacción más probable?', 'selección unica'
12, 'R.. está sentado en un cine al lado de personas que no se callan y hacen frecuentemente comentarios. ¿Qué hará R..?', 'selección unica'
12, 'T.. trabaja en una gran empresa. Han efectuado algunos cambios en la organización del trabajo y es muy criticado por gran parte de sus colegas.', 'selección unica'
12, '¿Qué piensa usted cuando ve a un niño enfrentarse a los adultos?', 'selección unica'
12, 'M.. debe contratar a un colaborador que se encargará de la dirección de un servicio. Teniendo en cuenta el hecho de que tendrá responsabilidades jerárquicas. ¿a cuál de las cualidades siguientes dará M.. más importancia?', 'selección unica'
12, 'Entre los siguientes estilos de conducir un automóvil en carretera. ¿Cuál es, a su parecer, el más frecuentemente adoptado por los automovilistas?', 'selección unica'
12, '¿Qué es lo que más valora cuando usted va a un restaurante?', 'selección unica'
12, 'Una señora va de compras a un almacén que se encuentra bastante lejos de su casa. A la puerta del almacén se da cuenta de que ha olvidado su monedero y su talonario de cheques. Sin tener en cuenta el tiempo que dispone, ¿qué piensa usted que hará?', 'selección unica'
12, 'M.. está soltero. Ha tenido un año de trabajo muy fuerte y debe tomar una decisión sobre sus vacaciones. ¿Qué elegirá?', 'selección unica'
12, '¿Cuál es, a su modo de ver, la mejor manera de descansar durante el fin de semana para un hombre que trabaja todos los demás días?', 'selección unica'
12, 'Si usted dispusiera de un año de libertad y de los medios necesarios para hacer lo que quisiera. ¿Cuál elegiría entre las actividades siguientes?', 'selección unica'
12, 'Un empleado administrativo incorporado recientemente a la empresa, pide a X.., uno de sus compañeros, que le preste una pequeña suma de dinero hasta el mes siguiente. ¿Qué hará X.. ?', 'selección unica'
12, 'B.. se ha puesto, sin quererlo, fuera de la legalidad y debe escoger a un abogado para que le defienda. ¿Sobre cuál de los criterios siguientes basará su elección?', 'selección unica'
12, 'E.. ha sido nombrado recientemente para un puesto que implica responsabilidades jerárquicas importantes. ¿Qué actitud tomará probablemente frente a sus subordinados?', 'selección unica'
12, 'R.. tiene que hablar sobre informática a empleados que no tienen ningún conocimiento en este campo. ¿Cuál de las siguientes alternativas le planteará menos problemas?', 'selección unica'
12, 'L.. asiste a un partido de futbol entre dos equipos muy conocidos. El partido es muy disputado y los dos equipos rinden al máximo. Entre los espectadores el entusiasmo es tremendo:', 'selección unica'
12, 'B.. atraviesa por la calle por un paso de peatones con el semáforo en rojo. Un coche llega a gran velocidad y se detiene repentinamente a pocos centímetros de B. ¿Cuál va a ser la reacción inmediata de éste?', 'selección unica'
12, 'A su modo de ver, ¿cuál es, entre los siguientes aspectos, el más desatendido actualmente de su hijo?', 'selección unica'
12, 'T.. acaba de fracasar en un examen. Uno de sus amigos le dice que algunos fracasos son útiles en la vida. ¿Qué responderá él?', 'selección unica'
12, 'L.. se encuentra en una reunión amistosa. Sabe muy bien que la mayor parte de las personas presentes tienen opiniones muy diferentes a las suyas. ¿Qué piensa usted que hará?', 'selección unica'
12, '¿Qué cualidad le parece más útil en las relaciones sociales?', 'selección unica'
12, 'M.. acaba de modificar totalmente su apartamento. Invita a sus amigos a la inauguración. Entre los cumplidos que le hagan, ¿cuál será para él el más agradable?', 'selección unica'
12, 'S.. llega en el momento de una discusión entre dos personas a las que conoce poco. El tema del que hablan, muy específico, le es totalmente desconocido y apenas le interesa. ¿Cuál es su reacción?', 'selección unica'
12, 'R.. llega con retraso a una reunión de copropietarios. ¿Qué es lo que probablemente le molestará más?', 'selección unica'
12, 'Se ha pedido a F.. un informe lo más objetivo posible sobre su modo de ser. ¿Quién decidirá él que lo haga?', 'selección unica'
12, 'X.. quiere construir una casa. ¿Cuál de las siguientes soluciones elegirá?', 'selección unica'
12, 'T.. es un hombre de negocios generalmente muy ocupado. Una cita anulada a última hora le permite tener una mañana libre totalmente imprevista. ¿Cómo cree usted que la utilizará?', 'selección unica'
12, 'D.. va a ir a un país del que no conoce nada, para preparar su viaje. ¿Qué cree usted que hará?', 'selección unica'
12, 'Se oye frecuentemente decir que si una persona se cae de repente sobre la acera a las seis de la tarde, un momento en que las calles están abarrotadas, ningún peatón se detiene para ofrecer su ayuda a la persona en dificultades. ¿A qué cree usted que se debe esta conducta?', 'selección unica'
12, 'Una señora va a consultar a un médico sobre una infección que le parece bastante banal. El médico la interroga ampliamente antes de examinarla. Ella contesta por supuesto a las preguntas, pero en el fondo, ¿qué pensará?', 'selección unica'
12, 'C.. tiene que contratar empleados de oficina; dispone de poco tiempo. ¿Qué método empleará?', 'selección unica'
12, 'El mejor delegado de personal es aquel que…', 'selección unica'
12, 'La señora D.. trata inúltilmente de hacer que coma su hijo de cinco años; éste se resiste violentamente. ¿Qué hará ella?', 'selección unica'
12, 'Se habla frecuentemente del respeto a las \"reglas del juego\" en general, se trata de:', 'selección unica'
12, 'C.. que es aficionado a hacer arreglos en casa, decide tapizar él mismo un sillón valioso. Cuando llega a la mitad de su trabajo se da cuenta de que corre peligro de fracasar en su intento. ¿Cuál será su decisión?', 'selección unica'
12, 'C.. va a ir con su mujer al campo durante los días de pascua. Previendo la afluencia, ha reservado boletos de ferrocarril. Salen de su casa a la hora justa, pero un embotellamiento en los alrededores de la estación les hace perder el tren. ¿Cómo cree usted que reaccionará?', 'selección unica'
12, 'A su juicio, la mayoría de los fracasos son debidos a:', 'selección unica'
12, 'F.. ha encargado un refrigerador. En su ausencia, lo depositan en casa del conserje. La caja está estropeada, por lo cual el refrigerador ha sufrido algunos daños. F.. decide hacer una reclamación ante los servicios del flete. ¿De qué forma se comportará?', 'selección unica'
12, 'Con ocasión de un viaje organizado, B.. se encuentra con personas que no conoce. Al cabo de unos días se da cuenta de que la mayoría de las personas le tienen poca simpatía. ¿Cómo cree usted que reaccionará?', 'selección unica'
12, 'R.. hace un viaje con algunos amigos. Una tarde el grupo se separa después de haberse puesto de acuerdo en la hora para la salida. A lo largo de esta tarde, R.. descubre un monumento que le interesa mucho visitar pero si lo hace, le será imposible llegar a la cita. ¿Qué hará?', 'selección unica'
12, '¿Cuál de estas profesiones le parece a usted la más envidiable?', 'selección unica'
12, 'A causa de un accidente que ha causado la muerte de los padres de un niño pequeño, J.. tiene que encargarse del niño con carácter definitivo. ¿Cuál será la actitud que tendrá a este respecto?', 'selección unica'
12, 'Un amigo propone a T.. llevarle en su velero a hacer un pequeño crucero. T.. nunca ha practicado la vela. ¿Qué cree usted que decidirá?', 'selección unica'
12, 'T.. va hacia el trabajo por su camino habitual. Una camioneta de reparto le bloquea durante un buen rato en una calle estrecha. A juicio de usted, ¿Qué será lo más desagradable para T..?', 'selección unica'
12, 'G.. trabaja en una empresa para la que debe efectuar frecuentes desplazamientos. Acostumbra hacer dos horas de atletismo todas las semanas en una sesión de entrenamiento colectivo. A juicio de usted, ¿cuál es su actitud en el curso de esta sesión?', 'selección unica'
12, 'Según su criterio, ¿cuál es la ventaja de tener un perro en un departamento de la ciudad?', 'selección unica'
12, 'En el transcurso de una reunión en que S.. se ha encontrado con amigos, les propone terminar la velada en su casa. Al enterarse se une a ellos una persona que se mantenía alejada del grupo y a la que él estima poco. ¿Cuál será la reacción de S..?', 'selección unica'
12, 'El director de una cárcel debe contratar a un nuevo maestro. ¿A cuál de estas cualidades dará más importancia?', 'selección unica'
12, 'Según su opinión, ¿Qué es más importante en una persona que da una fiesta?', 'selección unica'
12, 'R.. ha de exponer un proyecto a un colega que no conoce. Para que R.. pueda hacerse comprender por su interlocutor, es preferible que:', 'selección unica'
12, 'Si tuviera que hacer algún reproche a la profesión médica, ¿cuál escogería?', 'selección unica'
12, 'N.. tiene que escoger un plan de formación para las personas de su departamento. Desearía una formación interesante para todos, pero a la vez eficaz y rentable. ¿Qué elegirá?', 'selección unica'
12, 'M.. acaba de tener hepatitis. Sin embargo un amigo le llama para invitarle a comer, precisando que le ha preparado su plato favorito. Por supuesto que éste plato está contraindicado para él en este momento. ¿Cuál será la reacción de M..?', 'selección unica'
12, 'M.. no está satisfecho con la seguridad social, lo que más le desagrada es:', 'selección unica'
12, 'Y.. ha decidido dedicar una parte de su tiempo libre a ayudar a las personas de la terecra edad. Existen varias posibilidades. ¿Cuál elegirá en último lugar cuando no hay otras alternativas?', 'selección unica'
12, 'Entre los siguientes argumentos publicitarios, ¿cuál tiene más posibilidades de influir en el público?', 'selección unica'
12, 'En el transcurso de un viaje en tren, D.. se encuentra en un compartimiento lleno, su vecino fuma y el humo le molesta, ya le ha rogado que deje de fumar, sin resultado. ¿Qué hará?', 'selección unica'
12, 'El director del departamento de una empresa de productos alimenticios desea lanzar al mercado un nuevo postre. Dispone de un presupuesto que puede repartir en los tres conceptos que se citan a continuación. ¿En cuál de ellos empleará más dinero?', 'selección unica'
12, 'B.. toma parte en una discusión muy animada en el transcurso de la cual sus opiniones son muy atacadas. Entre las actitudes siguientes, ¿cuál será la que adopte?', 'selección unica'
12, 'Cuando usted va a un restaurante, ¿qué tipo de plato prefiere?', 'selección unica'
12, 'Después de un naufragio, C.. llega solo a una isla desierta. El clima es muy agradable y la vegetación le permitirá encontrar el alimento necesario. ¿Qué es a su modo de ver, lo que probablemente le planteará menos problemas?', 'selección unica'
12, 'J.. dirige una importante firma automovilística. Puede escoger entre varias políticas comerciales. ¿Cuál elegirá?', 'selección unica'
